country,area,event,description,source
Turkey,Emergency powers,"Stay-at-home orders
proper (timewise)?",NA (no state of emergency declared).,Forthcoming
Turkey,Emergency powers,Parliament continued to meet?,Mild interruption with mild slowdown (cf. prorogations and periods of recesses but the authors highlight that this is not out of the ordinary) [Part III.A).,Forthcoming
Turkey,Emergency powers,Did Parliament continue to meet?,1,#N/A
Turkey,Emergency powers,Rule-making powers dependent emergency?,No [Part II.B].,Forthcoming
Turkey,Emergency powers,Ex ante judicial review,"No, not mentioned.",NA.
Turkey,Emergency powers,Type of parliamentary scrutiny (general),No parliamentary scrutiny since there has been no state of exception declared (no parliamentary scrutiny of ordinary presidential decrees [Part II.C]).,Forthcoming
Turkey,Emergency powers,Type of parliamentary scrutiny (per instrument),No parliamentary scrutiny of ordinary presidential decrees (the only ones used since no emergency was declared) [Part II.C]).,Forthcoming
Turkey,Emergency powers,Amendment possible?,NA.,NA.
Turkey,Emergency powers,Approval by 'package',Not mentioned.,NA.
Turkey,Emergency powers,What are fast-track procedures used for?,Not mentioned.,NA.
Turkey,Emergency powers,Existence of coalition committees,Not mentioned.,NA.
Turkey,Emergency powers,Ex post judicial review,Yes [Part II.C].,Forthcoming
Turkey,Emergency powers,What type of statute for emergency powers?,1,Forthcoming
Turkey,Emergency powers,General - sunset provisions,Not mentioned.,NA.
Turkey,Emergency powers,Sunset provision - emergency declaration,NA.,#N/A
Turkey,Emergency powers,Sunset provision - statute,NA.,#N/A
Turkey,Emergency powers,Sunset provision - individual regulations,Not mentioned.,NA.
Turkey,Emergency powers,Renewal - emergency declaration,NA.,#N/A
Turkey,Emergency powers,Renewal - statute,NA.,#N/A
Turkey,Emergency powers,Renewal - individual regulations,Not mentioned.,NA.
Turkey,Emergency powers,Derogation,No [Part II.A].,Forthcoming
Turkey,Emergency powers,Opposition from opposition parties,Not mentioned.,NA.
Turkey,Emergency powers,Constitutional changes,"No, but the authors mention that confusion arose due to the fact that no state of emergency was declared but fundamental rights were restricted [Part I].",Forthcoming
Turkey,Emergency powers,Miscellaneous,The available legal framework allows for declarations of emergency in the case of pandemics [Part II.A].,#N/A
United Kingdom,Emergency powers,Declaration of emergency,No - but an 'emergency procedure' under the 1984 Act [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17?prd=OCC19#law-occ19-e17-div2-3
United Kingdom,Emergency powers,Constitutional,NA [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17?prd=OCC19#law-occ19-e17-div2-3
United Kingdom,Emergency powers,Statutory,NA - but an 'emergency procedure' under the 1984 Act [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17?prd=OCC19#law-occ19-e17-div2-3
United Kingdom,Emergency powers,Suspension of bill of rights,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-2
United Kingdom,Emergency powers,Suspension/postponement of elections,"Postponed (the Electoral Commission, an independent body, wrote to the UK Government on 10 March 2020 asking that local and other elections in England and Wales be suspended on health grounds for both members of the general public and for polling station staff. Section 60 of the Coronavirus Act 2020 postpones ‘7 May Elections’ (ie local government elections, Mayor of London and London Assembly elections, elected mayors of local and combined authorities, and police and crime commissioners) to the same or near date the following year. It ultimately postponed local elections due for 118 councils, mayoral and some assembly elections in the Greater London Assembly, and a variety of other elections. Some local referendums and council by-elections were also cancelled. The 2020 Act also deals with by-elections to various assemblies (section 61), and postpones elections under the Recall of MPs Act 2015 (section 62). The Government confirmed in February 2021 that scheduled local government elections in May 2021 would be proceeding, with advice to use postal and proxy voting where possible. The 2020 Act did not affect scheduled elections to the Scottish Parliament and the Welsh Parliament due on 6 May 2021, which are due to go ahead as planned) [Part III.D].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-9
United Kingdom,Emergency powers,Stay-at-home orders,Yes [Part IV.A.1].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div3-15
United Kingdom,Emergency powers,Sunset provisions on stay-at-home orders,Yes (12 months) [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-4
United Kingdom,Emergency powers,"Stay-at-home orders
proper (timewise)?",Yes (no emergency declaration but Coronavirus Act 2020 was passed on 25 March 2020 / stay-at-home orders became law on 26 March 2020 but announced on 23 March 2020) [Part II.D].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-5
United Kingdom,Emergency powers,Parliament continued to meet?,"Light interruption with light slowdown in activities - recess was one to 2 weeks longer than usual [Part III.B]. The Government moved a resolution on 2 June 2020 to end the use of remote-voting and required any MPs to participate within the parliamentary estate. That ended the use of hybrid proceedings, though within 10 days the Government permitted the re-introduction of hybrid proceedings for scrutiny proceedings (ie oral questions and ministerial statements) but not substantive proceedings (eg legislative scrutiny): this has been criticised. The House of Lords, where the Government’s party holds no majority, quickly made provision for hybrid proceedings and online voting (through ‘PeerHub’), the latter of which commenced on 15 June 2020. All of its committees have met online after Parliament began sitting on 21 April 2020. Both Houses performed their core functions.",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-7
United Kingdom,Emergency powers,Did Parliament continue to meet?,1,#N/A
United Kingdom,Emergency powers,Rule-making powers dependent emergency?,No - but an 'emergency procedure' under the 1984 Act [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-3
United Kingdom,Emergency powers,Ex ante judicial review,"No, not mentioned.",NA.
United Kingdom,Emergency powers,Type of parliamentary scrutiny (general),Ex ante and ex post [Part II.C and Part III.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-4 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-6
United Kingdom,Emergency powers,Type of parliamentary scrutiny (per instrument),"The provision for parliamentary scrutiny of each instrument varied, and a handful were laid but subject to no formal scrutiny:

•  293 were made subject to the negative resolution procedure. By convention, instruments subject to the negative resolution procedure are laid before Parliament 21 days before they come into force. However, 173 of them breached that conventional rule;

•  99 have been subject to the made-affirmative procedure;

•  24 have been subject to the draft affirmative procedure.
[Part II.C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-4
United Kingdom,Emergency powers,Amendment possible?,No amendment possible [Part III.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-6
United Kingdom,Emergency powers,Approval by 'package',Not mentioned.,NA.
United Kingdom,Emergency powers,What are fast-track procedures used for?,Yes - for the adoption of the Coronavirus Act 2020 [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-3
United Kingdom,Emergency powers,Existence of coalition committees,Not mentioned.,NA.
United Kingdom,Emergency powers,Ex post judicial review,Yes [Part III.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-8
United Kingdom,Emergency powers,What type of statute for emergency powers?,3,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-3
United Kingdom,Emergency powers,General - sunset provisions,Yes - the Coronavirus Act 2020 has a two-year sunset clause [Part II.B]. The Scotland Coronavirus Act was meant to expire on 30 September 2020. There was no mandatory expiry date for regulations adopted under the 1984 Act - they were subject to different sunset clauses [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-3 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-4
United Kingdom,Emergency powers,Sunset provision - emergency declaration,NA.,#N/A
United Kingdom,Emergency powers,Sunset provision - statute,Yes - for the Coronavirus Act 2020 and the Scotland Coronavirus Act [Part II.B].,#N/A
United Kingdom,Emergency powers,Sunset provision - individual regulations,"Yes - in practice, a wide variety of sunset periods were used in health regulations and many are listed in early correspondence between the Government and the House of Lords Secondary Legislation Scrutiny Committee [Part II.C].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-4
United Kingdom,Emergency powers,Renewal - emergency declaration,NA.,#N/A
United Kingdom,Emergency powers,Renewal - statute,"Yes - the Government can postpone the expiry date of any relevant provisions of the Coronavirus Act for a period of up to six months, and these regulations are subject to the made affirmative procedure [Part II.B]; there is no limit to the number of extensions. The Scotland Coronavirus Act has been extended until 31 September 2021.",#N/A
United Kingdom,Emergency powers,Renewal - individual regulations,Not mentioned.,NA.
United Kingdom,Emergency powers,Derogation,No [Part II.A].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-2
United Kingdom,Emergency powers,Opposition from opposition parties,"No - there were critics regarding the fact that the 2004 Act was not used [Part II.A], but the passage of the Coronavirus Act 2020 was smooth [Part II.B]. There were also complaints about the scrutiny process [Part III.A], although Parliament resolved on 30 September 2020 to continue the powers under the Coronavirus Act 2020.",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-2 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-3 ; https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div2-6
United Kingdom,Emergency powers,Constitutional changes,No changes but exacerbated problems [Part I].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e17#law-occ19-e17-div1-2
United Kingdom,Emergency powers,Miscellaneous,NA.,#N/A
United States,Emergency powers,Declaration of emergency,Yes [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e24?prd=OCC19#law-occ19-e24-div2-3
United States,Emergency powers,Constitutional,No [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e24?prd=OCC19#law-occ19-e24-div2-3
United States,Emergency powers,Statutory,Yes [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e24?prd=OCC19#law-occ19-e24-div2-3
United States,Emergency powers,Suspension of bill of rights,No [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e24?prd=OCC19#law-occ19-e24-div2-3
United States,Emergency powers,Suspension/postponement of elections,"Postponed in some states (2020 was a major election year in the United States, including the election of the President, the entire House, a third of the Senate, and thousands of state and local races. State officials have authority over elections, including elections for federal candidates and officials. In March 2020, primary elections were scheduled to take place in states across the country. Governors issued executive orders postponing some elections and permitting voting by mail in others) [Part III.D]. [IDEA]: 'Primary elections across the USA; several local elections around the country (originally scheduled for March–May 2020) moved to May-August 2020.'",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e24?prd=OCC19#law-occ19-e24-div2-9
United States,Emergency powers,Stay-at-home orders,"Yes, in most states [Part IV.A.1].",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e24?prd=OCC19#law-occ19-e24-div3-14
United States,Emergency powers,Sunset provisions on stay-at-home orders,Not mentioned.,NA.
United States,Emergency powers,"Stay-at-home orders
proper (timewise)?",Yes (emergency declaration 13 March 2020 / stay-at-home orders depend on states but it is indicated that they started in the latter half of March 2020).,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e24?prd=OCC19#law-occ19-e24-div3-14
United States,Emergency powers,Parliament continued to meet?,Light interruption with light slowdown: the US Congress continued to meet in person [Part III.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e24?prd=OCC19#law-occ19-e24-div2-7
United States,Emergency powers,Did Parliament continue to meet?,1,#N/A
United States,Emergency powers,Rule-making powers dependent emergency?,Yes [Part II.B].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e24?prd=OCC19#law-occ19-e24-div2-3
United States,Emergency powers,Ex ante judicial review,"No, not mentioned.",NA.
United States,Emergency powers,Type of parliamentary scrutiny (general),Depends on the state [Part II.C].,https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e24?prd=OCC19#law-occ19-e24-div2-4
United States,Emergency powers,Type of parliamentary scrutiny (per instrument),"Depends on the state - in New York, for grandfathered orders, extensions past 60 days are barred until the Governor has responded to comments by relevant legislative committees chairs (made affirmative procedure). For new directives, legislative approval is needed ex ante (affirmative procedure). In Ohio, there is an made affirmative procedure. (NY: Directives issued pursuant to a disaster declaration were limited by statute to 30-day increments, subject to unilateral renewal for additional 30-day periods [Part III.A]. The New York legislature voted in March 2021 to terminate some of the expansive emergency powers it had authorized a little over a year earlier. The new legislation grandfathered in executive directives in effect at the time the new legislation was adopted by allowing them to stay in effect for 30 additional days and allowing the Governor to extend or modify them unilaterally for additional 30-day terms. Extension or modification of grandfathered orders requires a five-day notice-and-comment period unless the Governor certifies that extension is ‘necessary to address any exigent circumstances that address an imminent threat to public health or safety,’ and provides an opportunity for comment from legislative committee chairs ‘as soon as possible.’ Second or later extensions are barred until the Governor has responded to any comments provided by relevant legislative committee chairs and leaders of affected local governments. The newly amended statute prohibits the Governor from issuing any new ‘public health directive related to managing the covid pandemic’ without legislative approval. It also clarifies that the legislature can terminate an executive directive or order at any time via a concurrent resolution that is not subject to veto. In several other states, legislative bodies sought to limit executive authority. In early 2021, several state legislatures weighed measures that would authorize a small committee of legislators to overturn executive orders—rather than depending on the ordinary legislative process to do so. Other reforms, such as legislation adopted by the Ohio legislature after overriding the Governor’s veto on 24 March 2021, imposed strict time limits on emergency declarations by governors, with all measures subsequently lifted by default unless the legislature acts affirmatively to approve them [Part III.A].)",https://oxcon.ouplaw.com/view/10.1093/law-occ19/law-occ19-e24?prd=OCC19#law-occ19-e24-div2-6
